1722352551.388280 server started (32330): version 3.4, socket /private/tmp/tmux-501/default, protocol 8
1722352551.388346 on Darwin 23.5.0 Darwin Kernel Version 23.5.0: Wed May  1 20:16:51 PDT 2024; root:xnu-10063.121.3~5/RELEASE_ARM64_T8103
1722352551.388360 using libevent 2.1.12-stable select
1722352551.388374 using utf8proc 2.9.0
1722352551.388382 using ncurses 6.5 20240427
1722352553.334218 utf8_to_data: 4100007e -> (1 1 ~)
1722352553.334221 utf8_to_data: 41000020 -> (1 1  )
1722352553.334224 /dev/ttys007: \033[34m
1722352553.334227 /dev/ttys007: \357\200\225 ~
1722352553.334230 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334233 /dev/ttys007: \033[30m
1722352553.334236 /dev/ttys007:  
1722352553.334239 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334243 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334246 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334248 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334251 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334254 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334258 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334261 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334264 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334267 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334270 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334273 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334276 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334278 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334282 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334285 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334288 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334291 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334294 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334297 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334300 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334303 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334306 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334309 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334311 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334314 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334317 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334320 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334323 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334326 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334329 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334332 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334335 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334338 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334341 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334344 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334346 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334349 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334352 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334355 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334358 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334361 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334364 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334367 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334370 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334373 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334376 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334379 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334382 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334384 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334387 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334390 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334394 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334396 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334399 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334402 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334405 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334409 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334412 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334415 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334418 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334421 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334423 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334427 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334430 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334433 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334436 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334439 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334442 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334445 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334447 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334451 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334454 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334457 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334460 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334463 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334466 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334469 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334472 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334475 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334477 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334480 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334483 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334486 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334489 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334492 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334495 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334498 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334501 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334504 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334507 utf8_to_data: 4200b7c2 -> (1 2 \302\267)
1722352553.334510 utf8_to_data: 41000020 -> (1 1  )
1722352553.334513 /dev/ttys007: \033[32m
1722352553.334517 /dev/ttys007: \302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267\302\267
1722352553.334521 utf8_to_data: 439780ef -> (1 3 \357\200\227)
1722352553.334524 /dev/ttys007: \033[30m
1722352553.334526 /dev/ttys007:  
1722352553.334529 utf8_to_data: 41000020 -> (1 1  )
1722352553.334532 utf8_to_data: 41000031 -> (1 1 1)
1722352553.334535 utf8_to_data: 41000038 -> (1 1 8)
1722352553.334538 utf8_to_data: 4100003a -> (1 1 :)
1722352553.334541 utf8_to_data: 41000031 -> (1 1 1)
1722352553.334544 utf8_to_data: 41000035 -> (1 1 5)
1722352553.334547 utf8_to_data: 4100003a -> (1 1 :)
1722352553.334550 utf8_to_data: 41000035 -> (1 1 5)
1722352553.334553 utf8_to_data: 41000031 -> (1 1 1)
1722352553.334556 /dev/ttys007: \033[36m
1722352553.334559 /dev/ttys007: \357\200\227 18:15:51
1722352553.334562 tty_draw_line: 1 to end of line (1 cleared)
1722352553.334565 /dev/ttys007: \033[39m
1722352553.334568 tty_clear_line: /dev/ttys007, 1 at 112,0
1722352553.334571 /dev/ttys007: \033[K
1722352553.334577 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,1 at 0,1, width 113
1722352553.334580 tty_draw_line: px=0 py=1 nx=113 atx=0 aty=1
1722352553.334583 tty_draw_line: defaults: fg=8, bg=8
1722352553.334586 utf8_to_data: 43b095e2 -> (1 3 \342\225\260)
1722352553.334589 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1722352553.334592 utf8_to_data: 43af9de2 -> (1 3 \342\235\257)
1722352553.334595 utf8_to_data: 41000020 -> (1 1  )
1722352553.334599 /dev/ttys007: \033[32m
1722352553.334602 /dev/ttys007: \r
1722352553.334604 /dev/ttys007: \n
1722352553.334607 /dev/ttys007: \342\225\260\342\224\200\342\235\257
1722352553.334610 /dev/ttys007: \033[39m
1722352553.334613 /dev/ttys007:  
1722352553.334617 tty_draw_line: 109 to end of line (24 cleared)
1722352553.334620 tty_clear_line: /dev/ttys007, 109 at 4,1
1722352553.334623 /dev/ttys007: \033[K
1722352553.334626 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,2 at 0,2, width 113
1722352553.334629 tty_draw_line: px=0 py=2 nx=113 atx=0 aty=2
1722352553.334632 tty_draw_line: defaults: fg=8, bg=8
1722352553.334635 tty_draw_line: 113 to end of line (0 cleared)
1722352553.334638 tty_clear_line: /dev/ttys007, 113 at 0,2
1722352553.334641 /dev/ttys007: \r
1722352553.334644 /dev/ttys007: \n
1722352553.334647 /dev/ttys007: \033[K
1722352553.334650 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,3 at 0,3, width 113
1722352553.334653 tty_draw_line: px=0 py=3 nx=113 atx=0 aty=3
1722352553.334656 tty_draw_line: defaults: fg=8, bg=8
1722352553.334659 tty_draw_line: 113 to end of line (0 cleared)
1722352553.334662 tty_clear_line: /dev/ttys007, 113 at 0,3
1722352553.334665 /dev/ttys007: \r
1722352553.334668 /dev/ttys007: \n
1722352553.334670 /dev/ttys007: \033[K
1722352553.334674 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,4 at 0,4, width 113
1722352553.334677 tty_draw_line: px=0 py=4 nx=113 atx=0 aty=4
1722352553.334680 tty_draw_line: defaults: fg=8, bg=8
1722352553.334683 tty_draw_line: 113 to end of line (0 cleared)
1722352553.334685 tty_clear_line: /dev/ttys007, 113 at 0,4
1722352553.334688 /dev/ttys007: \r
1722352553.334691 /dev/ttys007: \n
1722352553.334694 /dev/ttys007: \033[K
1722352553.334697 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,5 at 0,5, width 113
1722352553.334700 tty_draw_line: px=0 py=5 nx=113 atx=0 aty=5
1722352553.334703 tty_draw_line: defaults: fg=8, bg=8
1722352553.334706 tty_draw_line: 113 to end of line (0 cleared)
1722352553.334709 tty_clear_line: /dev/ttys007, 113 at 0,5
1722352553.334711 /dev/ttys007: \r
1722352553.334714 /dev/ttys007: \n
1722352553.334717 /dev/ttys007: \033[K
1722352553.334720 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,6 at 0,6, width 113
1722352553.334723 tty_draw_line: px=0 py=6 nx=113 atx=0 aty=6
1722352553.334726 tty_draw_line: defaults: fg=8, bg=8
1722352553.334729 tty_draw_line: 113 to end of line (0 cleared)
1722352553.334732 tty_clear_line: /dev/ttys007, 113 at 0,6
1722352553.334735 /dev/ttys007: \r
1722352553.334738 /dev/ttys007: \n
1722352553.334741 /dev/ttys007: \033[K
1722352553.334744 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,7 at 0,7, width 113
1722352553.334747 tty_draw_line: px=0 py=7 nx=113 atx=0 aty=7
1722352553.334750 tty_draw_line: defaults: fg=8, bg=8
1722352553.334753 tty_draw_line: 113 to end of line (0 cleared)
1722352553.334756 tty_clear_line: /dev/ttys007, 113 at 0,7
1722352553.334759 /dev/ttys007: \r
1722352553.334762 /dev/ttys007: \n
1722352553.334764 /dev/ttys007: \033[K
1722352553.334768 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,8 at 0,8, width 113
1722352553.334771 tty_draw_line: px=0 py=8 nx=113 atx=0 aty=8
1722352553.334773 tty_draw_line: defaults: fg=8, bg=8
1722352553.334776 tty_draw_line: 113 to end of line (0 cleared)
1722352553.334779 tty_clear_line: /dev/ttys007, 113 at 0,8
1722352553.334782 /dev/ttys007: \r
1722352553.334785 /dev/ttys007: \n
1722352553.334788 /dev/ttys007: \033[K
1722352553.334791 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,9 at 0,9, width 113
1722352553.334794 tty_draw_line: px=0 py=9 nx=113 atx=0 aty=9
1722352553.334797 tty_draw_line: defaults: fg=8, bg=8
1722352553.334799 tty_draw_line: 113 to end of line (0 cleared)
1722352553.334802 tty_clear_line: /dev/ttys007, 113 at 0,9
1722352553.334805 /dev/ttys007: \r
1722352553.334808 /dev/ttys007: \n
1722352553.334811 /dev/ttys007: \033[K
1722352553.334814 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,10 at 0,10, width 113
1722352553.334818 tty_draw_line: px=0 py=10 nx=113 atx=0 aty=10
1722352553.334820 tty_draw_line: defaults: fg=8, bg=8
1722352553.334823 tty_draw_line: 113 to end of line (0 cleared)
1722352553.334826 tty_clear_line: /dev/ttys007, 113 at 0,10
1722352553.334829 /dev/ttys007: \r
1722352553.334832 /dev/ttys007: \n
1722352553.334835 /dev/ttys007: \033[K
1722352553.334838 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,11 at 0,11, width 113
1722352553.334841 tty_draw_line: px=0 py=11 nx=113 atx=0 aty=11
1722352553.334844 tty_draw_line: defaults: fg=8, bg=8
1722352553.334847 tty_draw_line: 113 to end of line (0 cleared)
1722352553.334850 tty_clear_line: /dev/ttys007, 113 at 0,11
1722352553.334853 /dev/ttys007: \r
1722352553.334855 /dev/ttys007: \n
1722352553.334858 /dev/ttys007: \033[K
1722352553.334861 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,12 at 0,12, width 113
1722352553.334864 tty_draw_line: px=0 py=12 nx=113 atx=0 aty=12
1722352553.334867 tty_draw_line: defaults: fg=8, bg=8
1722352553.334870 tty_draw_line: 113 to end of line (0 cleared)
1722352553.334873 tty_clear_line: /dev/ttys007, 113 at 0,12
1722352553.334876 /dev/ttys007: \r
1722352553.334878 /dev/ttys007: \n
1722352553.334881 /dev/ttys007: \033[K
1722352553.334884 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,13 at 0,13, width 113
1722352553.334887 tty_draw_line: px=0 py=13 nx=113 atx=0 aty=13
1722352553.334890 tty_draw_line: defaults: fg=8, bg=8
1722352553.334893 tty_draw_line: 113 to end of line (0 cleared)
1722352553.334896 tty_clear_line: /dev/ttys007, 113 at 0,13
1722352553.334899 /dev/ttys007: \r
1722352553.334902 /dev/ttys007: \n
1722352553.334905 /dev/ttys007: \033[K
1722352553.334908 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,14 at 0,14, width 113
1722352553.334911 tty_draw_line: px=0 py=14 nx=113 atx=0 aty=14
1722352553.334914 tty_draw_line: defaults: fg=8, bg=8
1722352553.334916 tty_draw_line: 113 to end of line (0 cleared)
1722352553.334919 tty_clear_line: /dev/ttys007, 113 at 0,14
1722352553.334922 /dev/ttys007: \r
1722352553.334925 /dev/ttys007: \n
1722352553.334928 /dev/ttys007: \033[K
1722352553.334931 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,15 at 0,15, width 113
1722352553.334934 tty_draw_line: px=0 py=15 nx=113 atx=0 aty=15
1722352553.334937 tty_draw_line: defaults: fg=8, bg=8
1722352553.334940 tty_draw_line: 113 to end of line (0 cleared)
1722352553.334942 tty_clear_line: /dev/ttys007, 113 at 0,15
1722352553.334945 /dev/ttys007: \r
1722352553.334948 /dev/ttys007: \n
1722352553.334951 /dev/ttys007: \033[K
1722352553.334954 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,16 at 0,16, width 113
1722352553.334957 tty_draw_line: px=0 py=16 nx=113 atx=0 aty=16
1722352553.334959 tty_draw_line: defaults: fg=8, bg=8
1722352553.334962 tty_draw_line: 113 to end of line (0 cleared)
1722352553.334965 tty_clear_line: /dev/ttys007, 113 at 0,16
1722352553.334968 /dev/ttys007: \r
1722352553.334971 /dev/ttys007: \n
1722352553.334974 /dev/ttys007: \033[K
1722352553.334977 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,17 at 0,17, width 113
1722352553.334980 tty_draw_line: px=0 py=17 nx=113 atx=0 aty=17
1722352553.334983 tty_draw_line: defaults: fg=8, bg=8
1722352553.334986 tty_draw_line: 113 to end of line (0 cleared)
1722352553.334988 tty_clear_line: /dev/ttys007, 113 at 0,17
1722352553.334991 /dev/ttys007: \r
1722352553.334994 /dev/ttys007: \n
1722352553.334997 /dev/ttys007: \033[K
1722352553.335000 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,18 at 0,18, width 113
1722352553.335003 tty_draw_line: px=0 py=18 nx=113 atx=0 aty=18
1722352553.335006 tty_draw_line: defaults: fg=8, bg=8
1722352553.335009 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335012 tty_clear_line: /dev/ttys007, 113 at 0,18
1722352553.335014 /dev/ttys007: \r
1722352553.335017 /dev/ttys007: \n
1722352553.335020 /dev/ttys007: \033[K
1722352553.335023 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,19 at 0,19, width 113
1722352553.335026 tty_draw_line: px=0 py=19 nx=113 atx=0 aty=19
1722352553.335029 tty_draw_line: defaults: fg=8, bg=8
1722352553.335032 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335035 tty_clear_line: /dev/ttys007, 113 at 0,19
1722352553.335037 /dev/ttys007: \r
1722352553.335040 /dev/ttys007: \n
1722352553.335043 /dev/ttys007: \033[K
1722352553.335046 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,20 at 0,20, width 113
1722352553.335049 tty_draw_line: px=0 py=20 nx=113 atx=0 aty=20
1722352553.335052 tty_draw_line: defaults: fg=8, bg=8
1722352553.335055 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335058 tty_clear_line: /dev/ttys007, 113 at 0,20
1722352553.335060 /dev/ttys007: \r
1722352553.335063 /dev/ttys007: \n
1722352553.335066 /dev/ttys007: \033[K
1722352553.335069 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,21 at 0,21, width 113
1722352553.335072 tty_draw_line: px=0 py=21 nx=113 atx=0 aty=21
1722352553.335075 tty_draw_line: defaults: fg=8, bg=8
1722352553.335078 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335081 tty_clear_line: /dev/ttys007, 113 at 0,21
1722352553.335084 /dev/ttys007: \r
1722352553.335087 /dev/ttys007: \n
1722352553.335089 /dev/ttys007: \033[K
1722352553.335093 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,22 at 0,22, width 113
1722352553.335096 tty_draw_line: px=0 py=22 nx=113 atx=0 aty=22
1722352553.335099 tty_draw_line: defaults: fg=8, bg=8
1722352553.335102 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335105 tty_clear_line: /dev/ttys007, 113 at 0,22
1722352553.335109 /dev/ttys007: \r
1722352553.335112 /dev/ttys007: \n
1722352553.335115 /dev/ttys007: \033[K
1722352553.335118 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,23 at 0,23, width 113
1722352553.335122 tty_draw_line: px=0 py=23 nx=113 atx=0 aty=23
1722352553.335125 tty_draw_line: defaults: fg=8, bg=8
1722352553.335128 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335132 tty_clear_line: /dev/ttys007, 113 at 0,23
1722352553.335135 /dev/ttys007: \r
1722352553.335138 /dev/ttys007: \n
1722352553.335141 /dev/ttys007: \033[K
1722352553.335144 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,24 at 0,24, width 113
1722352553.335148 tty_draw_line: px=0 py=24 nx=113 atx=0 aty=24
1722352553.335151 tty_draw_line: defaults: fg=8, bg=8
1722352553.335154 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335158 tty_clear_line: /dev/ttys007, 113 at 0,24
1722352553.335161 /dev/ttys007: \r
1722352553.335164 /dev/ttys007: \n
1722352553.335167 /dev/ttys007: \033[K
1722352553.335170 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,25 at 0,25, width 113
1722352553.335174 tty_draw_line: px=0 py=25 nx=113 atx=0 aty=25
1722352553.335177 tty_draw_line: defaults: fg=8, bg=8
1722352553.335180 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335183 tty_clear_line: /dev/ttys007, 113 at 0,25
1722352553.335187 /dev/ttys007: \r
1722352553.335190 /dev/ttys007: \n
1722352553.335193 /dev/ttys007: \033[K
1722352553.335196 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,26 at 0,26, width 113
1722352553.335200 tty_draw_line: px=0 py=26 nx=113 atx=0 aty=26
1722352553.335203 tty_draw_line: defaults: fg=8, bg=8
1722352553.335206 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335210 tty_clear_line: /dev/ttys007, 113 at 0,26
1722352553.335213 /dev/ttys007: \r
1722352553.335216 /dev/ttys007: \n
1722352553.335219 /dev/ttys007: \033[K
1722352553.335223 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,27 at 0,27, width 113
1722352553.335226 tty_draw_line: px=0 py=27 nx=113 atx=0 aty=27
1722352553.335230 tty_draw_line: defaults: fg=8, bg=8
1722352553.335233 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335237 tty_clear_line: /dev/ttys007, 113 at 0,27
1722352553.335240 /dev/ttys007: \r
1722352553.335243 /dev/ttys007: \n
1722352553.335246 /dev/ttys007: \033[K
1722352553.335250 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,28 at 0,28, width 113
1722352553.335253 tty_draw_line: px=0 py=28 nx=113 atx=0 aty=28
1722352553.335256 tty_draw_line: defaults: fg=8, bg=8
1722352553.335259 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335263 tty_clear_line: /dev/ttys007, 113 at 0,28
1722352553.335266 /dev/ttys007: \r
1722352553.335269 /dev/ttys007: \n
1722352553.335272 /dev/ttys007: \033[K
1722352553.335276 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,29 at 0,29, width 113
1722352553.335279 tty_draw_line: px=0 py=29 nx=113 atx=0 aty=29
1722352553.335282 tty_draw_line: defaults: fg=8, bg=8
1722352553.335285 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335289 tty_clear_line: /dev/ttys007, 113 at 0,29
1722352553.335292 /dev/ttys007: \r
1722352553.335295 /dev/ttys007: \n
1722352553.335298 /dev/ttys007: \033[K
1722352553.335302 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,30 at 0,30, width 113
1722352553.335305 tty_draw_line: px=0 py=30 nx=113 atx=0 aty=30
1722352553.335308 tty_draw_line: defaults: fg=8, bg=8
1722352553.335312 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335315 tty_clear_line: /dev/ttys007, 113 at 0,30
1722352553.335318 /dev/ttys007: \r
1722352553.335321 /dev/ttys007: \n
1722352553.335324 /dev/ttys007: \033[K
1722352553.335327 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,31 at 0,31, width 113
1722352553.335331 tty_draw_line: px=0 py=31 nx=113 atx=0 aty=31
1722352553.335334 tty_draw_line: defaults: fg=8, bg=8
1722352553.335337 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335341 tty_clear_line: /dev/ttys007, 113 at 0,31
1722352553.335344 /dev/ttys007: \r
1722352553.335347 /dev/ttys007: \n
1722352553.335350 /dev/ttys007: \033[K
1722352553.335353 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,32 at 0,32, width 113
1722352553.335357 tty_draw_line: px=0 py=32 nx=113 atx=0 aty=32
1722352553.335360 tty_draw_line: defaults: fg=8, bg=8
1722352553.335363 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335366 tty_clear_line: /dev/ttys007, 113 at 0,32
1722352553.335369 /dev/ttys007: \r
1722352553.335372 /dev/ttys007: \n
1722352553.335375 /dev/ttys007: \033[K
1722352553.335379 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,33 at 0,33, width 113
1722352553.335382 tty_draw_line: px=0 py=33 nx=113 atx=0 aty=33
1722352553.335386 tty_draw_line: defaults: fg=8, bg=8
1722352553.335389 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335392 tty_clear_line: /dev/ttys007, 113 at 0,33
1722352553.335396 /dev/ttys007: \r
1722352553.335399 /dev/ttys007: \n
1722352553.335402 /dev/ttys007: \033[K
1722352553.335406 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,34 at 0,34, width 113
1722352553.335409 tty_draw_line: px=0 py=34 nx=113 atx=0 aty=34
1722352553.335412 tty_draw_line: defaults: fg=8, bg=8
1722352553.335416 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335419 tty_clear_line: /dev/ttys007, 113 at 0,34
1722352553.335422 /dev/ttys007: \r
1722352553.335425 /dev/ttys007: \n
1722352553.335428 /dev/ttys007: \033[K
1722352553.335432 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,35 at 0,35, width 113
1722352553.335435 tty_draw_line: px=0 py=35 nx=113 atx=0 aty=35
1722352553.335439 tty_draw_line: defaults: fg=8, bg=8
1722352553.335442 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335445 tty_clear_line: /dev/ttys007, 113 at 0,35
1722352553.335448 /dev/ttys007: \r
1722352553.335451 /dev/ttys007: \n
1722352553.335454 /dev/ttys007: \033[K
1722352553.335458 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,36 at 0,36, width 113
1722352553.335461 tty_draw_line: px=0 py=36 nx=113 atx=0 aty=36
1722352553.335464 tty_draw_line: defaults: fg=8, bg=8
1722352553.335468 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335471 tty_clear_line: /dev/ttys007, 113 at 0,36
1722352553.335474 /dev/ttys007: \r
1722352553.335477 /dev/ttys007: \n
1722352553.335481 /dev/ttys007: \033[K
1722352553.335484 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,37 at 0,37, width 113
1722352553.335488 tty_draw_line: px=0 py=37 nx=113 atx=0 aty=37
1722352553.335491 tty_draw_line: defaults: fg=8, bg=8
1722352553.335496 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335499 tty_clear_line: /dev/ttys007, 113 at 0,37
1722352553.335503 /dev/ttys007: \r
1722352553.335506 /dev/ttys007: \n
